year,state_po,county
2016,TN,Sumner
2016,TN,Tipton
2016,TN,Trousdale
2016,TN,Unicoi
2016,TN,Union
2016,TN,Van Buren
2016,TN,Warren
2016,TN,Washington
2016,TN,Wayne
2016,TN,Weakley
2016,TN,White
2016,TN,Williamson
2016,TN,Wilson
2016,TX,Anderson
2016,TX,Andrews
2016,TX,Angelina
2016,TX,Aransas
2016,TX,Archer
2016,TX,Armstrong
2016,TX,Atascosa
2016,TX,Austin
2016,TX,Bailey
2016,TX,Bandera
2016,TX,Bastrop
2016,TX,Baylor
2016,TX,Bee
2016,TX,Bell
2016,TX,Bexar
2016,TX,Blanco
2016,TX,Borden
2016,TX,Bosque
2016,TX,Bowie
2016,TX,Brazoria
2016,TX,Brazos
2016,TX,Brewster
2016,TX,Briscoe
2016,TX,Brooks
2016,TX,Brown
2016,TX,Burleson
2016,TX,Burnet
2016,TX,Caldwell
2016,TX,Calhoun
2016,TX,Callahan
2016,TX,Cameron
2016,TX,Camp
2016,TX,Carson
2016,TX,Cass
2016,TX,Castro
2016,TX,Chambers
2016,TX,Cherokee
2016,TX,Childress
2016,TX,Clay
2016,TX,Cochran
2016,TX,Coke
2016,TX,Coleman
2016,TX,Collin
2016,TX,Collingsworth
2016,TX,Colorado
2016,TX,Comal
2016,TX,Comanche
2016,TX,Concho
2016,TX,Cooke
2016,TX,Coryell
2016,TX,Cottle
2016,TX,Crane
2016,TX,Crockett
2016,TX,Crosby
2016,TX,Culberson
2016,TX,Dallam
2016,TX,Dallas
2016,TX,Dawson
2016,TX,Deaf Smith
2016,TX,Delta
2016,TX,Denton
2016,TX,Dewitt
2016,TX,Dickens
2016,TX,Dimmit
2016,TX,Donley
2016,TX,Duval
2016,TX,Eastland
2016,TX,Ector
2016,TX,Edwards
2016,TX,Ellis
2016,TX,El Paso
2016,TX,Erath
2016,TX,Falls
2016,TX,Fannin
2016,TX,Fayette
2016,TX,Fisher
2016,TX,Floyd
2016,TX,Foard
2016,TX,Fort Bend
2016,TX,Franklin
2016,TX,Freestone
2016,TX,Frio
2016,TX,Gaines
2016,TX,Galveston
2016,TX,Garza
2016,TX,Gillespie
2016,TX,Glasscock
2016,TX,Goliad
2016,TX,Gonzales
2016,TX,Gray
2016,TX,Grayson
2016,TX,Gregg
2016,TX,Grimes
2016,TX,Guadalupe
2016,TX,Hale
2016,TX,Hall
2016,TX,Hamilton
2016,TX,Hansford
2016,TX,Hardeman
2016,TX,Hardin
2016,TX,Harris
2016,TX,Harrison
2016,TX,Hartley
2016,TX,Haskell
2016,TX,Hays
2016,TX,Hemphill
2016,TX,Henderson
2016,TX,Hidalgo
2016,TX,Hill
2016,TX,Hockley
2016,TX,Hood
2016,TX,Hopkins
2016,TX,Houston
2016,TX,Howard
2016,TX,Hudspeth
2016,TX,Hunt
2016,TX,Hutchinson
2016,TX,Irion
2016,TX,Jack
2016,TX,Jackson
2016,TX,Jasper
2016,TX,Jeff Davis
2016,TX,Jefferson
2016,TX,Jim Hogg
2016,TX,Jim Wells
2016,TX,Johnson
2016,TX,Jones
2016,TX,Karnes
2016,TX,Kaufman
2016,TX,Kendall
2016,TX,Kenedy
2016,TX,Kent
2016,TX,Kerr
2016,TX,Kimble
2016,TX,King
2016,TX,Kinney
2016,TX,Kleberg
2016,TX,Knox
2016,TX,Lamar
2016,TX,Lamb
2016,TX,Lampasas
2016,TX,La Salle
2016,TX,Lavaca
2016,TX,Lee
2016,TX,Leon
2016,TX,Liberty
2016,TX,Limestone
2016,TX,Lipscomb
2016,TX,Live Oak
2016,TX,Llano
2016,TX,Loving
2016,TX,Lubbock
2016,TX,Lynn
2016,TX,McCulloch
2016,TX,McLennan
2016,TX,McMullen
2016,TX,Madison
2016,TX,Marion
2016,TX,Martin
2016,TX,Mason
2016,TX,Matagorda
2016,TX,Maverick
2016,TX,Medina
2016,TX,Menard
2016,TX,Midland
2016,TX,Milam
2016,TX,Mills
2016,TX,Mitchell
2016,TX,Montague
2016,TX,Montgomery
2016,TX,Moore
2016,TX,Morris
2016,TX,Motley
2016,TX,Nacogdoches
2016,TX,Navarro
2016,TX,Newton
2016,TX,Nolan
2016,TX,Nueces
2016,TX,Ochiltree
2016,TX,Oldham
2016,TX,Orange
2016,TX,Palo Pinto
2016,TX,Panola
2016,TX,Parker
2016,TX,Parmer
2016,TX,Pecos
2016,TX,Polk
2016,TX,Potter
2016,TX,Presidio
2016,TX,Rains
2016,TX,Randall
2016,TX,Reagan
2016,TX,Real
2016,TX,Red River
2016,TX,Reeves
2016,TX,Refugio
2016,TX,Roberts
2016,TX,Robertson
2016,TX,Rockwall
2016,TX,Runnels
2016,TX,Rusk
2016,TX,Sabine
2016,TX,San Augustine
2016,TX,San Jacinto
2016,TX,San Patricio
2016,TX,San Saba
2016,TX,Schleicher
2016,TX,Scurry
2016,TX,Shackelford
2016,TX,Shelby
2016,TX,Sherman
2016,TX,Smith
2016,TX,Somervell
2016,TX,Starr
2016,TX,Stephens
2016,TX,Sterling
2016,TX,Stonewall
2016,TX,Sutton
2016,TX,Swisher
2016,TX,Tarrant
2016,TX,Taylor
2016,TX,Terrell
2016,TX,Terry
2016,TX,Throckmorton
2016,TX,Titus
2016,TX,Tom Green
2016,TX,Travis
2016,TX,Trinity
2016,TX,Tyler
2016,TX,Upshur
2016,TX,Upton
2016,TX,Uvalde
2016,TX,Val Verde
2016,TX,Van Zandt
2016,TX,Victoria
2016,TX,Walker
2016,TX,Waller
2016,TX,Ward
2016,TX,Washington
2016,TX,Webb
2016,TX,Wharton
2016,TX,Wheeler
2016,TX,Wichita
2016,TX,Wilbarger
2016,TX,Willacy
2016,TX,Williamson
2016,TX,Wilson
2016,TX,Winkler
2016,TX,Wise
2016,TX,Wood
2016,TX,Yoakum
2016,TX,Young
2016,TX,Zapata
2016,TX,Zavala
2016,UT,Beaver
2016,UT,Box Elder
2016,UT,Cache
2016,UT,Carbon
2016,UT,Daggett
2016,UT,Davis
2016,UT,Duchesne
2016,UT,Emery
2016,UT,Garfield
2016,UT,Grand
2016,UT,Iron
2016,UT,Juab
2016,UT,Kane
2016,UT,Millard
2016,UT,Morgan
2016,UT,Piute
2016,UT,Rich
2016,UT,Salt Lake
2016,UT,San Juan
2016,UT,Sanpete
2016,UT,Sevier
2016,UT,Summit
2016,UT,Tooele
2016,UT,Uintah
2016,UT,Utah
2016,UT,Wasatch
2016,UT,Washington
2016,UT,Wayne
2016,UT,Weber
2016,VT,Addison
2016,VT,Bennington
2016,VT,Caledonia
2016,VT,Chittenden
2016,VT,Essex
2016,VT,Franklin
2016,VT,Grand Isle
2016,VT,Lamoille
2016,VT,Orange
2016,VT,Orleans
2016,VT,Rutland
2016,VT,Washington
2016,VT,Windham
2016,VT,Windsor
2016,VA,Accomack
2016,VA,Albemarle
2016,VA,Alleghany
2016,VA,Amelia
2016,VA,Amherst
2016,VA,Appomattox
2016,VA,Arlington
2016,VA,Augusta
2016,VA,Bath
2016,VA,Bedford
2016,VA,Bland
2016,VA,Botetourt
2016,VA,Brunswick
2016,VA,Buchanan
2016,VA,Buckingham
2016,VA,Campbell
2016,VA,Caroline
2016,VA,Carroll
2016,VA,Charles City
2016,VA,Charlotte
2016,VA,Chesterfield
2016,VA,Clarke
2016,VA,Craig
2016,VA,Culpeper
2016,VA,Cumberland
2016,VA,Dickenson
2016,VA,Dinwiddie
2016,VA,Essex
2016,VA,Fairfax
2016,VA,Fauquier
2016,VA,Floyd
2016,VA,Fluvanna
2016,VA,Franklin
2016,VA,Frederick
2016,VA,Giles
2016,VA,Gloucester
2016,VA,Goochland
2016,VA,Grayson
2016,VA,Greene
2016,VA,Greensville
2016,VA,Halifax
2016,VA,Hanover
2016,VA,Henrico
2016,VA,Henry
2016,VA,Highland
2016,VA,Isle of Wight
2016,VA,James City
2016,VA,King and Queen
2016,VA,King George
2016,VA,King William
2016,VA,Lancaster
2016,VA,Lee
2016,VA,Loudoun
2016,VA,Louisa
2016,VA,Lunenburg
2016,VA,Madison
2016,VA,Mathews
2016,VA,Mecklenburg
2016,VA,Middlesex
2016,VA,Montgomery
2016,VA,Nelson
2016,VA,New Kent
2016,VA,Northampton
2016,VA,Northumberland
2016,VA,Nottoway
2016,VA,Orange
2016,VA,Page
2016,VA,Patrick
2016,VA,Pittsylvania
2016,VA,Powhatan
2016,VA,Prince Edward
2016,VA,Prince George
2016,VA,Prince William
2016,VA,Pulaski
2016,VA,Rappahannock
2016,VA,Richmond
2016,VA,Roanoke
2016,VA,Rockbridge
2016,VA,Rockingham
2016,VA,Russell
2016,VA,Scott
2016,VA,Shenandoah
2016,VA,Smyth
2016,VA,Southampton
2016,VA,Spotsylvania
2016,VA,Stafford
2016,VA,Surry
2016,VA,Sussex
2016,VA,Tazewell
2016,VA,Warren
2016,VA,Washington
2016,VA,Westmoreland
2016,VA,Wise
2016,VA,Wythe
2016,VA,York
2016,VA,Alexandria
2016,VA,Bristol
2016,VA,Buena Vista
2016,VA,Charlottesville
2016,VA,Chesapeake
2016,VA,Colonial Heights
2016,VA,Covington
2016,VA,Danville
2016,VA,Emporia
2016,VA,Falls Church
2016,VA,Fredericksburg
2016,VA,Galax
2016,VA,Hampton
2016,VA,Harrisonburg
2016,VA,Hopewell
2016,VA,Lexington
2016,VA,Lynchburg
2016,VA,Manassas
2016,VA,Manassas Park
2016,VA,Martinsville
2016,VA,Newport News
2016,VA,Norfolk
2016,VA,Norton
2016,VA,Petersburg
2016,VA,Poquoson
2016,VA,Portsmouth
2016,VA,Radford
2016,VA,Salem
2016,VA,Staunton
2016,VA,Suffolk
2016,VA,Virginia Beach
2016,VA,Waynesboro
2016,VA,Williamsburg
2016,VA,Winchester
2016,WA,Adams
2016,WA,Asotin
2016,WA,Benton
2016,WA,Chelan
2016,WA,Clallam
2016,WA,Clark
2016,WA,Columbia
2016,WA,Cowlitz
2016,WA,Douglas
2016,WA,Ferry
2016,WA,Franklin
2016,WA,Garfield
2016,WA,Grant
2016,WA,Grays Harbor
2016,WA,Island
2016,WA,Jefferson
2016,WA,King
2016,WA,Kitsap
2016,WA,Kittitas
2016,WA,Klickitat
2016,WA,Lewis
2016,WA,Lincoln
2016,WA,Mason
2016,WA,Okanogan
2016,WA,Pacific
2016,WA,Pend Oreille
2016,WA,Pierce
2016,WA,San Juan
2016,WA,Skagit
2016,WA,Skamania
2016,WA,Snohomish
2016,WA,Spokane
2016,WA,Stevens
2016,WA,Thurston
2016,WA,Wahkiakum
2016,WA,Walla Walla
2016,WA,Whatcom
2016,WA,Whitman
2016,WA,Yakima
2016,WV,Barbour
2016,WV,Berkeley
2016,WV,Boone
2016,WV,Braxton
2016,WV,Brooke
2016,WV,Cabell
2016,WV,Calhoun
2016,WV,Clay
2016,WV,Doddridge
2016,WV,Fayette
2016,WV,Gilmer
2016,WV,Grant
2016,WV,Greenbrier
2016,WV,Hampshire
2016,WV,Hancock
2016,WV,Hardy
2016,WV,Harrison
2016,WV,Jackson
2016,WV,Jefferson
2016,WV,Kanawha
2016,WV,Lewis
2016,WV,Lincoln
2016,WV,Logan
2016,WV,McDowell
2016,WV,Marion
2016,WV,Marshall
2016,WV,Mason
2016,WV,Mercer
2016,WV,Mineral
2016,WV,Mingo
2016,WV,Monongalia
2016,WV,Monroe
2016,WV,Morgan
2016,WV,Nicholas
2016,WV,Ohio
2016,WV,Pendleton
2016,WV,Pleasants
2016,WV,Pocahontas
2016,WV,Preston
2016,WV,Putnam
2016,WV,Raleigh
2016,WV,Randolph
2016,WV,Ritchie
2016,WV,Roane
2016,WV,Summers
2016,WV,Taylor
2016,WV,Tucker
2016,WV,Tyler
2016,WV,Upshur
2016,WV,Wayne
2016,WV,Webster
2016,WV,Wetzel
2016,WV,Wirt
2016,WV,Wood
2016,WV,Wyoming
2016,WI,Adams
2016,WI,Ashland
2016,WI,Barron
2016,WI,Bayfield
2016,WI,Brown
2016,WI,Buffalo
2016,WI,Burnett
2016,WI,Calumet
2016,WI,Chippewa
2016,WI,Clark
2016,WI,Columbia
2016,WI,Crawford
2016,WI,Dane
2016,WI,Dodge
2016,WI,Door
2016,WI,Douglas
2016,WI,Dunn
2016,WI,Eau Claire
2016,WI,Florence
2016,WI,Fond du Lac
2016,WI,Forest
2016,WI,Grant
2016,WI,Green
2016,WI,Green Lake
2016,WI,Iowa
2016,WI,Iron
2016,WI,Jackson
2016,WI,Jefferson
2016,WI,Juneau
2016,WI,Kenosha
2016,WI,Kewaunee
2016,WI,La Crosse
2016,WI,Lafayette
2016,WI,Langlade
2016,WI,Lincoln
2016,WI,Manitowoc
2016,WI,Marathon
2016,WI,Marinette
2016,WI,Marquette
2016,WI,Menominee
2016,WI,Milwaukee
2016,WI,Monroe
2016,WI,Oconto
2016,WI,Oneida
2016,WI,Outagamie
2016,WI,Ozaukee
2016,WI,Pepin
2016,WI,Pierce
2016,WI,Polk
2016,WI,Portage
2016,WI,Price
2016,WI,Racine
2016,WI,Richland
2016,WI,Rock
2016,WI,Rusk
2016,WI,St. Croix
2016,WI,Sauk
2016,WI,Sawyer
2016,WI,Shawano
2016,WI,Sheboygan
2016,WI,Taylor
2016,WI,Trempealeau
2016,WI,Vernon
2016,WI,Vilas
2016,WI,Walworth
2016,WI,Washburn
2016,WI,Washington
2016,WI,Waukesha
2016,WI,Waupaca
2016,WI,Waushara
2016,WI,Winnebago
2016,WI,Wood
2016,WY,Albany
2016,WY,Big Horn
2016,WY,Campbell
2016,WY,Carbon
2016,WY,Converse
2016,WY,Crook
2016,WY,Fremont
2016,WY,Goshen
2016,WY,Hot Springs
2016,WY,Johnson
2016,WY,Laramie
2016,WY,Lincoln
2016,WY,Natrona
2016,WY,Niobrara
2016,WY,Park
2016,WY,Platte
2016,WY,Sheridan
2016,WY,Sublette
2016,WY,Sweetwater
2016,WY,Teton
2016,WY,Uinta
2016,WY,Washakie
2016,WY,Weston
