year,state_po,county
2016,MI,Dickinson
2016,MI,Eaton
2016,MI,Emmet
2016,MI,Genesee
2016,MI,Gladwin
2016,MI,Gogebic
2016,MI,Grand Traverse
2016,MI,Gratiot
2016,MI,Hillsdale
2016,MI,Houghton
2016,MI,Huron
2016,MI,Ingham
2016,MI,Ionia
2016,MI,Iosco
2016,MI,Iron
2016,MI,Isabella
2016,MI,Jackson
2016,MI,Kalamazoo
2016,MI,Kalkaska
2016,MI,Kent
2016,MI,Keweenaw
2016,MI,Lake
2016,MI,Lapeer
2016,MI,Leelanau
2016,MI,Lenawee
2016,MI,Livingston
2016,MI,Luce
2016,MI,Mackinac
2016,MI,Macomb
2016,MI,Manistee
2016,MI,Marquette
2016,MI,Mason
2016,MI,Mecosta
2016,MI,Menominee
2016,MI,Midland
2016,MI,Missaukee
2016,MI,Monroe
2016,MI,Montcalm
2016,MI,Montmorency
2016,MI,Muskegon
2016,MI,Newaygo
2016,MI,Oakland
2016,MI,Oceana
2016,MI,Ogemaw
2016,MI,Ontonagon
2016,MI,Osceola
2016,MI,Oscoda
2016,MI,Otsego
2016,MI,Ottawa
2016,MI,Presque Isle
2016,MI,Roscommon
2016,MI,Saginaw
2016,MI,St. Clair
2016,MI,St. Joseph
2016,MI,Sanilac
2016,MI,Schoolcraft
2016,MI,Shiawassee
2016,MI,Tuscola
2016,MI,Van Buren
2016,MI,Washtenaw
2016,MI,Wayne
2016,MI,Wexford
2016,MN,Aitkin
2016,MN,Anoka
2016,MN,Becker
2016,MN,Beltrami
2016,MN,Benton
2016,MN,Big Stone
2016,MN,Blue Earth
2016,MN,Brown
2016,MN,Carlton
2016,MN,Carver
2016,MN,Cass
2016,MN,Chippewa
2016,MN,Chisago
2016,MN,Clay
2016,MN,Clearwater
2016,MN,Cook
2016,MN,Cottonwood
2016,MN,Crow Wing
2016,MN,Dakota
2016,MN,Dodge
2016,MN,Douglas
2016,MN,Faribault
2016,MN,Fillmore
2016,MN,Freeborn
2016,MN,Goodhue
2016,MN,Grant
2016,MN,Hennepin
2016,MN,Houston
2016,MN,Hubbard
2016,MN,Isanti
2016,MN,Itasca
2016,MN,Jackson
2016,MN,Kanabec
2016,MN,Kandiyohi
2016,MN,Kittson
2016,MN,Koochiching
2016,MN,Lac Qui Parle
2016,MN,Lake
2016,MN,Lake of the Woods
2016,MN,Le Sueur
2016,MN,Lincoln
2016,MN,Lyon
2016,MN,McLeod
2016,MN,Mahnomen
2016,MN,Marshall
2016,MN,Martin
2016,MN,Meeker
2016,MN,Mille Lacs
2016,MN,Morrison
2016,MN,Mower
2016,MN,Murray
2016,MN,Nicollet
2016,MN,Nobles
2016,MN,Norman
2016,MN,Olmsted
2016,MN,Otter Tail
2016,MN,Pennington
2016,MN,Pine
2016,MN,Pipestone
2016,MN,Polk
2016,MN,Pope
2016,MN,Ramsey
2016,MN,Red Lake
2016,MN,Redwood
2016,MN,Renville
2016,MN,Rice
2016,MN,Rock
2016,MN,Roseau
2016,MN,Saint Louis
2016,MN,Scott
2016,MN,Sherburne
2016,MN,Sibley
2016,MN,Stearns
2016,MN,Steele
2016,MN,Stevens
2016,MN,Swift
2016,MN,Todd
2016,MN,Traverse
2016,MN,Wabasha
2016,MN,Wadena
2016,MN,Waseca
2016,MN,Washington
2016,MN,Watonwan
2016,MN,Wilkin
2016,MN,Winona
2016,MN,Wright
2016,MN,Yellow Medicine
2016,MS,Adams
2016,MS,Alcorn
2016,MS,Amite
2016,MS,Attala
2016,MS,Benton
2016,MS,Bolivar
2016,MS,Calhoun
2016,MS,Carroll
2016,MS,Chickasaw
2016,MS,Choctaw
2016,MS,Claiborne
2016,MS,Clarke
2016,MS,Clay
2016,MS,Coahoma
2016,MS,Copiah
2016,MS,Covington
2016,MS,DeSoto
2016,MS,Forrest
2016,MS,Franklin
2016,MS,George
2016,MS,Greene
2016,MS,Grenada
2016,MS,Hancock
2016,MS,Harrison
2016,MS,Hinds
2016,MS,Holmes
2016,MS,Humphreys
2016,MS,Issaquena
2016,MS,Itawamba
2016,MS,Jackson
2016,MS,Jasper
2016,MS,Jefferson
2016,MS,Jefferson Davis
2016,MS,Jones
2016,MS,Kemper
2016,MS,Lafayette
2016,MS,Lamar
2016,MS,Lauderdale
2016,MS,Lawrence
2016,MS,Leake
2016,MS,Lee
2016,MS,Leflore
2016,MS,Lincoln
2016,MS,Lowndes
2016,MS,Madison
2016,MS,Marion
2016,MS,Marshall
2016,MS,Monroe
2016,MS,Montgomery
2016,MS,Neshoba
2016,MS,Newton
2016,MS,Noxubee
2016,MS,Oktibbeha
2016,MS,Panola
2016,MS,Pearl River
2016,MS,Perry
2016,MS,Pike
2016,MS,Pontotoc
2016,MS,Prentiss
2016,MS,Quitman
2016,MS,Rankin
2016,MS,Scott
2016,MS,Sharkey
2016,MS,Simpson
2016,MS,Smith
2016,MS,Stone
2016,MS,Sunflower
2016,MS,Tallahatchie
2016,MS,Tate
2016,MS,Tippah
2016,MS,Tishomingo
2016,MS,Tunica
2016,MS,Union
2016,MS,Walthall
2016,MS,Warren
2016,MS,Washington
2016,MS,Wayne
2016,MS,Webster
2016,MS,Wilkinson
2016,MS,Winston
2016,MS,Yalobusha
2016,MS,Yazoo
2016,MO,Adair
2016,MO,Andrew
2016,MO,Atchison
2016,MO,Audrain
2016,MO,Barry
2016,MO,Barton
2016,MO,Bates
2016,MO,Benton
2016,MO,Bollinger
2016,MO,Boone
2016,MO,Buchanan
2016,MO,Butler
2016,MO,Caldwell
2016,MO,Callaway
2016,MO,Camden
2016,MO,Cape Girardeau
2016,MO,Carroll
2016,MO,Carter
2016,MO,Cass
2016,MO,Cedar
2016,MO,Chariton
2016,MO,Christian
2016,MO,Clark
2016,MO,Clay
2016,MO,Clinton
2016,MO,Cole
2016,MO,Cooper
2016,MO,Crawford
2016,MO,Dade
2016,MO,Dallas
2016,MO,Daviess
2016,MO,DeKalb
2016,MO,Dent
2016,MO,Douglas
2016,MO,Dunklin
2016,MO,Franklin
2016,MO,Gasconade
2016,MO,Gentry
2016,MO,Greene
2016,MO,Grundy
2016,MO,Harrison
2016,MO,Henry
2016,MO,Hickory
2016,MO,Holt
2016,MO,Howard
2016,MO,Howell
2016,MO,Iron
2016,MO,Jackson
2016,MO,Jasper
2016,MO,Jefferson
2016,MO,Johnson
2016,MO,Knox
2016,MO,Laclede
2016,MO,Lafayette
2016,MO,Lawrence
2016,MO,Lewis
2016,MO,Lincoln
2016,MO,Linn
2016,MO,Livingston
2016,MO,McDonald
2016,MO,Macon
2016,MO,Madison
2016,MO,Maries
2016,MO,Marion
2016,MO,Mercer
2016,MO,Miller
2016,MO,Mississippi
2016,MO,Moniteau
2016,MO,Monroe
2016,MO,Montgomery
2016,MO,Morgan
2016,MO,New Madrid
2016,MO,Newton
2016,MO,Nodaway
2016,MO,Oregon
2016,MO,Osage
2016,MO,Ozark
2016,MO,Pemiscot
2016,MO,Perry
2016,MO,Pettis
2016,MO,Phelps
2016,MO,Pike
2016,MO,Platte
2016,MO,Polk
2016,MO,Pulaski
2016,MO,Putnam
2016,MO,Ralls
2016,MO,Randolph
2016,MO,Ray
2016,MO,Reynolds
2016,MO,Ripley
2016,MO,St. Charles
2016,MO,St. Clair
2016,MO,Ste. Genevieve
2016,MO,St. Francois
2016,MO,St. Louis County
2016,MO,Saline
2016,MO,Schuyler
2016,MO,Scotland
2016,MO,Scott
2016,MO,Shannon
2016,MO,Shelby
2016,MO,Stoddard
2016,MO,Stone
2016,MO,Sullivan
2016,MO,Taney
2016,MO,Texas
2016,MO,Vernon
2016,MO,Warren
2016,MO,Washington
2016,MO,Wayne
2016,MO,Webster
2016,MO,Worth
2016,MO,Wright
2016,MO,St. Louis City
2016,MT,Beaverhead
2016,MT,Big Horn
2016,MT,Blaine
2016,MT,Broadwater
2016,MT,Carbon
2016,MT,Carter
2016,MT,Cascade
2016,MT,Chouteau
2016,MT,Custer
2016,MT,Daniels
2016,MT,Dawson
2016,MT,Deer Lodge
2016,MT,Fallon
2016,MT,Fergus
2016,MT,Flathead
2016,MT,Gallatin
2016,MT,Garfield
2016,MT,Glacier
2016,MT,Golden Valley
2016,MT,Granite
2016,MT,Hill
2016,MT,Jefferson
2016,MT,Judith Basin
2016,MT,Lake
2016,MT,Lewis and Clark
2016,MT,Liberty
2016,MT,Lincoln
2016,MT,McCone
2016,MT,Madison
2016,MT,Meagher
2016,MT,Mineral
2016,MT,Missoula
2016,MT,Musselshell
2016,MT,Park
2016,MT,Petroleum
2016,MT,Phillips
2016,MT,Pondera
2016,MT,Powder River
2016,MT,Powell
2016,MT,Prairie
2016,MT,Ravalli
2016,MT,Richland
2016,MT,Roosevelt
2016,MT,Rosebud
2016,MT,Sanders
2016,MT,Sheridan
2016,MT,Silver Bow
2016,MT,Stillwater
2016,MT,Sweet Grass
2016,MT,Teton
2016,MT,Toole
2016,MT,Treasure
2016,MT,Valley
2016,MT,Wheatland
2016,MT,Wibaux
2016,MT,Yellowstone
2016,NE,Adams
2016,NE,Antelope
2016,NE,Arthur
2016,NE,Banner
2016,NE,Blaine
2016,NE,Boone
2016,NE,Box Butte
2016,NE,Boyd
2016,NE,Brown
2016,NE,Buffalo
2016,NE,Burt
2016,NE,Butler
2016,NE,Cass
2016,NE,Cedar
2016,NE,Chase
2016,NE,Cherry
2016,NE,Cheyenne
2016,NE,Clay
2016,NE,Colfax
2016,NE,Cuming
2016,NE,Custer
2016,NE,Dakota
2016,NE,Dawes
2016,NE,Dawson
2016,NE,Deuel
2016,NE,Dixon
2016,NE,Dodge
2016,NE,Douglas
2016,NE,Dundy
2016,NE,Fillmore
2016,NE,Franklin
2016,NE,Frontier
2016,NE,Furnas
2016,NE,Gage
2016,NE,Garden
2016,NE,Garfield
2016,NE,Gosper
2016,NE,Grant
2016,NE,Greeley
2016,NE,Hall
2016,NE,Hamilton
2016,NE,Harlan
2016,NE,Hayes
2016,NE,Hitchcock
2016,NE,Holt
2016,NE,Hooker
2016,NE,Howard
2016,NE,Jefferson
2016,NE,Johnson
2016,NE,Kearney
2016,NE,Keith
2016,NE,Keya Paha
2016,NE,Kimball
2016,NE,Knox
2016,NE,Lancaster
2016,NE,Lincoln
2016,NE,Logan
2016,NE,Loup
2016,NE,McPherson
2016,NE,Madison
2016,NE,Merrick
2016,NE,Morrill
2016,NE,Nance
2016,NE,Nemaha
2016,NE,Nuckolls
2016,NE,Otoe
2016,NE,Pawnee
2016,NE,Perkins
2016,NE,Phelps
2016,NE,Pierce
2016,NE,Platte
2016,NE,Polk
2016,NE,Red Willow
2016,NE,Richardson
2016,NE,Rock
2016,NE,Saline
2016,NE,Sarpy
2016,NE,Saunders
2016,NE,Scotts Bluff
2016,NE,Seward
2016,NE,Sheridan
2016,NE,Sherman
2016,NE,Sioux
2016,NE,Stanton
2016,NE,Thayer
2016,NE,Thomas
2016,NE,Thurston
2016,NE,Valley
2016,NE,Washington
2016,NE,Wayne
2016,NE,Webster
2016,NE,Wheeler
2016,NE,York
2016,NV,Churchill
2016,NV,Clark
2016,NV,Douglas
2016,NV,Elko
2016,NV,Esmeralda
2016,NV,Eureka
2016,NV,Humboldt
2016,NV,Lander
2016,NV,Lincoln
2016,NV,Lyon
2016,NV,Mineral
2016,NV,Nye
2016,NV,Pershing
2016,NV,Storey
2016,NV,Washoe
2016,NV,White Pine
2016,NV,Carson City
2016,NH,Belknap
2016,NH,Carroll
2016,NH,Cheshire
2016,NH,Coos
2016,NH,Grafton
2016,NH,Hillsborough
2016,NH,Merrimack
2016,NH,Rockingham
2016,NH,Strafford
2016,NH,Sullivan
2016,NJ,Atlantic
2016,NJ,Bergen
2016,NJ,Burlington
2016,NJ,Camden
2016,NJ,Cape May
2016,NJ,Cumberland
2016,NJ,Essex
2016,NJ,Gloucester
2016,NJ,Hudson
2016,NJ,Hunterdon
2016,NJ,Mercer
2016,NJ,Middlesex
2016,NJ,Monmouth
2016,NJ,Morris
2016,NJ,Ocean
2016,NJ,Passaic
2016,NJ,Salem
2016,NJ,Somerset
2016,NJ,Sussex
2016,NJ,Union
2016,NJ,Warren
2016,NM,Bernalillo
2016,NM,Catron
2016,NM,Chaves
2016,NM,Cibola
2016,NM,Colfax
2016,NM,Curry
2016,NM,De Baca
2016,NM,Dona Ana
2016,NM,Eddy
2016,NM,Grant
2016,NM,Guadalupe
2016,NM,Harding
2016,NM,Hidalgo
2016,NM,Lea
2016,NM,Lincoln
2016,NM,Los Alamos
2016,NM,Luna
2016,NM,McKinley
2016,NM,Mora
2016,NM,Otero
2016,NM,Quay
2016,NM,Rio Arriba
2016,NM,Roosevelt
2016,NM,Sandoval
2016,NM,San Juan
2016,NM,San Miguel
2016,NM,Santa Fe
2016,NM,Sierra
2016,NM,Socorro
2016,NM,Taos
2016,NM,Torrance
2016,NM,Union
2016,NM,Valencia
2016,MO,Kansas City
2016,NY,Albany
2016,NY,Allegany
2016,NY,Bronx
2016,NY,Broome
2016,NY,Cattaraugus
2016,NY,Cayuga
2016,NY,Chautauqua
2016,NY,Chemung
2016,NY,Chenango
2016,NY,Clinton
2016,NY,Columbia
2016,NY,Cortland
2016,NY,Delaware
2016,NY,Dutchess
2016,NY,Erie
2016,NY,Essex
2016,NY,Franklin
2016,NY,Fulton
2016,NY,Genesee
2016,NY,Greene
2016,NY,Hamilton
2016,NY,Herkimer
2016,NY,Jefferson
2016,NY,Kings
2016,NY,Lewis
2016,NY,Livingston
2016,NY,Madison
2016,NY,Monroe
2016,NY,Montgomery
2016,NY,Nassau
2016,NY,New York
2016,NY,Niagara
2016,NY,Oneida
2016,NY,Onondaga
2016,NY,Ontario
2016,NY,Orange
2016,NY,Orleans
2016,NY,Oswego
2016,NY,Otsego
2016,NY,Putnam
2016,NY,Queens
2016,NY,Rensselaer
2016,NY,Richmond
2016,NY,Rockland
2016,NY,St. Lawrence
2016,NY,Saratoga
2016,NY,Schenectady
2016,NY,Schoharie
2016,NY,Schuyler
2016,NY,Seneca
2016,NY,Steuben
2016,NY,Suffolk
2016,NY,Sullivan
2016,NY,Tioga
2016,NY,Tompkins
2016,NY,Ulster
2016,NY,Warren
2016,NY,Washington
2016,NY,Wayne
2016,NY,Westchester
2016,NY,Wyoming
2016,NY,Yates
2016,NC,Alamance
2016,NC,Alexander
2016,NC,Alleghany
2016,NC,Anson
2016,NC,Ashe
2016,NC,Avery
2016,NC,Beaufort
2016,NC,Bertie
2016,NC,Bladen
2016,NC,Brunswick
2016,NC,Buncombe
2016,NC,Burke
2016,NC,Cabarrus
2016,NC,Caldwell
2016,NC,Camden
2016,NC,Carteret
2016,NC,Caswell
2016,NC,Catawba
2016,NC,Chatham
2016,NC,Cherokee
2016,NC,Chowan
2016,NC,Clay
2016,NC,Cleveland
2016,NC,Columbus
2016,NC,Craven
2016,NC,Cumberland
2016,NC,Currituck
2016,NC,Dare
2016,NC,Davidson
2016,NC,Davie
2016,NC,Duplin
2016,NC,Durham
2016,NC,Edgecombe
2016,NC,Forsyth
2016,NC,Franklin
2016,NC,Gaston
2016,NC,Gates
2016,NC,Graham
2016,NC,Granville
2016,NC,Greene
2016,NC,Guilford
2016,NC,Halifax
2016,NC,Harnett
2016,NC,Haywood
2016,NC,Henderson
2016,NC,Hertford
2016,NC,Hoke
2016,NC,Hyde
2016,NC,Iredell
2016,NC,Jackson
2016,NC,Johnston
2016,NC,Jones
2016,NC,Lee
2016,NC,Lenoir
2016,NC,Lincoln
2016,NC,McDowell
2016,NC,Macon
2016,NC,Madison
2016,NC,Martin
2016,NC,Mecklenburg
2016,NC,Mitchell
2016,NC,Montgomery
2016,NC,Moore
2016,NC,Nash
2016,NC,New Hanover
2016,NC,Northampton
2016,NC,Onslow
2016,NC,Orange
2016,NC,Pamlico
2016,NC,Pasquotank
2016,NC,Pender
2016,NC,Perquimans
2016,NC,Person
2016,NC,Pitt
2016,NC,Polk
2016,NC,Randolph
2016,NC,Richmond
2016,NC,Robeson
2016,NC,Rockingham
2016,NC,Rowan
2016,NC,Rutherford
2016,NC,Sampson
2016,NC,Scotland
2016,NC,Stanly
2016,NC,Stokes
2016,NC,Surry
2016,NC,Swain
2016,NC,Transylvania
2016,NC,Tyrrell
2016,NC,Union
2016,NC,Vance
2016,NC,Wake
2016,NC,Warren
2016,NC,Washington
2016,NC,Watauga
2016,NC,Wayne
2016,NC,Wilkes
2016,NC,Wilson
2016,NC,Yadkin
2016,NC,Yancey
2016,ND,Adams
2016,ND,Barnes
2016,ND,Benson
2016,ND,Billings
2016,ND,Bottineau
2016,ND,Bowman
2016,ND,Burke
2016,ND,Burleigh
2016,ND,Cass
2016,ND,Cavalier
2016,ND,Dickey
2016,ND,Divide
2016,ND,Dunn
2016,ND,Eddy
2016,ND,Emmons
2016,ND,Foster
2016,ND,Golden Valley
2016,ND,Grand Forks
2016,ND,Grant
2016,ND,Griggs
2016,ND,Hettinger
2016,ND,Kidder
2016,ND,LaMoure
2016,ND,Logan
2016,ND,McHenry
2016,ND,McIntosh
2016,ND,McKenzie
2016,ND,McLean
2016,ND,Mercer
2016,ND,Morton
2016,ND,Mountrail
2016,ND,Nelson
2016,ND,Oliver
2016,ND,Pembina
2016,ND,Pierce
2016,ND,Ramsey
2016,ND,Ransom
2016,ND,Renville
2016,ND,Richland
2016,ND,Rolette
2016,ND,Sargent
2016,ND,Sheridan
2016,ND,Sioux
2016,ND,Slope
2016,ND,Stark
2016,ND,Steele
2016,ND,Stutsman
2016,ND,Towner
2016,ND,Traill
2016,ND,Walsh
2016,ND,Ward
2016,ND,Wells
2016,ND,Williams
2016,OH,Adams
2016,OH,Allen
2016,OH,Ashland
2016,OH,Ashtabula
2016,OH,Athens
2016,OH,Auglaize
2016,OH,Belmont
2016,OH,Brown
2016,OH,Butler
2016,OH,Carroll
2016,OH,Champaign
2016,OH,Clark
2016,OH,Clermont
2016,OH,Clinton
2016,OH,Columbiana
2016,OH,Coshocton
2016,OH,Crawford
2016,OH,Cuyahoga
2016,OH,Darke
2016,OH,Defiance
2016,OH,Delaware
2016,OH,Erie
2016,OH,Fairfield
2016,OH,Fayette
2016,OH,Franklin
2016,OH,Fulton
2016,OH,Gallia
2016,OH,Geauga
2016,OH,Greene
2016,OH,Guernsey
2016,OH,Hamilton
2016,OH,Hancock
2016,OH,Hardin
2016,OH,Harrison
2016,OH,Henry
2016,OH,Highland
2016,OH,Hocking
2016,OH,Holmes
2016,OH,Huron
2016,OH,Jackson
2016,OH,Jefferson
2016,OH,Knox
2016,OH,Lake
2016,OH,Lawrence
2016,OH,Licking
2016,OH,Logan
2016,OH,Lorain
2016,OH,Lucas
2016,OH,Madison
2016,OH,Mahoning
2016,OH,Marion
2016,OH,Medina
2016,OH,Meigs
2016,OH,Mercer
2016,OH,Miami
2016,OH,Monroe
2016,OH,Montgomery
2016,OH,Morgan
2016,OH,Morrow
2016,OH,Muskingum
2016,OH,Noble
2016,OH,Ottawa
2016,OH,Paulding
2016,OH,Perry
2016,OH,Pickaway
2016,OH,Pike
2016,OH,Portage
2016,OH,Preble
2016,OH,Putnam
2016,OH,Richland
2016,OH,Ross
2016,OH,Sandusky
2016,OH,Scioto
2016,OH,Seneca
2016,OH,Shelby
2016,OH,Stark
2016,OH,Summit
2016,OH,Trumbull
2016,OH,Tuscarawas
2016,OH,Union
2016,OH,Van Wert
2016,OH,Vinton
2016,OH,Warren
2016,OH,Washington
2016,OH,Wayne
2016,OH,Williams
2016,OH,Wood
2016,OH,Wyandot
2016,OK,Adair
2016,OK,Alfalfa
2016,OK,Atoka
2016,OK,Beaver
2016,OK,Beckham
2016,OK,Blaine
2016,OK,Bryan
2016,OK,Caddo
2016,OK,Canadian
2016,OK,Carter
2016,OK,Cherokee
2016,OK,Choctaw
2016,OK,Cimarron
2016,OK,Cleveland
2016,OK,Coal
2016,OK,Comanche
2016,OK,Cotton
2016,OK,Craig
2016,OK,Creek
2016,OK,Custer
2016,OK,Delaware
2016,OK,Dewey
2016,OK,Ellis
2016,OK,Garfield
2016,OK,Garvin
2016,OK,Grady
2016,OK,Grant
2016,OK,Greer
2016,OK,Harmon
2016,OK,Harper
2016,OK,Haskell
2016,OK,Hughes
2016,OK,Jackson
2016,OK,Jefferson
2016,OK,Johnston
2016,OK,Kay
2016,OK,Kingfisher
2016,OK,Kiowa
2016,OK,Latimer
2016,OK,Le Flore
2016,OK,Lincoln
2016,OK,Logan
2016,OK,Love
2016,OK,McClain
2016,OK,McCurtain
2016,OK,McIntosh
2016,OK,Major
2016,OK,Marshall
2016,OK,Mayes
2016,OK,Murray
2016,OK,Muskogee
2016,OK,Noble
2016,OK,Nowata
2016,OK,Okfuskee
2016,OK,Oklahoma
2016,OK,Okmulgee
2016,OK,Osage
2016,OK,Ottawa
2016,OK,Pawnee
2016,OK,Payne
2016,OK,Pittsburg
2016,OK,Pontotoc
2016,OK,Pottawatomie
2016,OK,Pushmataha
2016,OK,Roger Mills
2016,OK,Rogers
2016,OK,Seminole
2016,OK,Sequoyah
2016,OK,Stephens
2016,OK,Texas
2016,OK,Tillman
2016,OK,Tulsa
2016,OK,Wagoner
2016,OK,Washington
2016,OK,Washita
2016,OK,Woods
2016,OK,Woodward
2016,OR,Baker
2016,OR,Benton
2016,OR,Clackamas
2016,OR,Clatsop
2016,OR,Columbia
2016,OR,Coos
2016,OR,Crook
2016,OR,Curry
2016,OR,Deschutes
2016,OR,Douglas
2016,OR,Gilliam
2016,OR,Grant
2016,OR,Harney
2016,OR,Hood River
2016,OR,Jackson
2016,OR,Jefferson
2016,OR,Josephine
2016,OR,Klamath
2016,OR,Lake
2016,OR,Lane
2016,OR,Lincoln
2016,OR,Linn
2016,OR,Malheur
2016,OR,Marion
2016,OR,Morrow
2016,OR,Multnomah
2016,OR,Polk
2016,OR,Sherman
2016,OR,Tillamook
2016,OR,Umatilla
2016,OR,Union
2016,OR,Wallowa
2016,OR,Wasco
2016,OR,Washington
2016,OR,Wheeler
2016,OR,Yamhill
2016,PA,Adams
2016,PA,Allegheny
2016,PA,Armstrong
2016,PA,Beaver
2016,PA,Bedford
2016,PA,Berks
2016,PA,Blair
2016,PA,Bradford
2016,PA,Bucks
2016,PA,Butler
2016,PA,Cambria
2016,PA,Cameron
2016,PA,Carbon
2016,PA,Centre
2016,PA,Chester
2016,PA,Clarion
2016,PA,Clearfield
2016,PA,Clinton
2016,PA,Columbia
2016,PA,Crawford
2016,PA,Cumberland
2016,PA,Dauphin
2016,PA,Delaware
2016,PA,Elk
2016,PA,Erie
2016,PA,Fayette
2016,PA,Forest
2016,PA,Franklin
2016,PA,Fulton
2016,PA,Greene
2016,PA,Huntingdon
2016,PA,Indiana
2016,PA,Jefferson
2016,PA,Juniata
2016,PA,Lackawanna
2016,PA,Lancaster
2016,PA,Lawrence
2016,PA,Lebanon
2016,PA,Lehigh
2016,PA,Luzerne
2016,PA,Lycoming
2016,PA,McKean
2016,PA,Mercer
2016,PA,Mifflin
2016,PA,Monroe
2016,PA,Montgomery
2016,PA,Montour
2016,PA,Northampton
2016,PA,Northumberland
2016,PA,Perry
2016,PA,Philadelphia
2016,PA,Pike
2016,PA,Potter
2016,PA,Schuylkill
2016,PA,Snyder
2016,PA,Somerset
2016,PA,Sullivan
2016,PA,Susquehanna
2016,PA,Tioga
2016,PA,Union
2016,PA,Venango
2016,PA,Warren
2016,PA,Washington
2016,PA,Wayne
2016,PA,Westmoreland
2016,PA,Wyoming
2016,PA,York
2016,RI,Bristol
2016,RI,Kent
2016,RI,Newport
2016,RI,Providence
2016,RI,Washington
2016,SC,Abbeville
2016,SC,Aiken
2016,SC,Allendale
2016,SC,Anderson
2016,SC,Bamberg
2016,SC,Barnwell
2016,SC,Beaufort
2016,SC,Berkeley
2016,SC,Calhoun
2016,SC,Charleston
2016,SC,Cherokee
2016,SC,Chester
2016,SC,Chesterfield
2016,SC,Clarendon
2016,SC,Colleton
2016,SC,Darlington
2016,SC,Dillon
2016,SC,Dorchester
2016,SC,Edgefield
2016,SC,Fairfield
2016,SC,Florence
2016,SC,Georgetown
2016,SC,Greenville
2016,SC,Greenwood
2016,SC,Hampton
2016,SC,Horry
2016,SC,Jasper
2016,SC,Kershaw
2016,SC,Lancaster
2016,SC,Laurens
2016,SC,Lee
2016,SC,Lexington
2016,SC,McCormick
2016,SC,Marion
2016,SC,Marlboro
2016,SC,Newberry
2016,SC,Oconee
2016,SC,Orangeburg
2016,SC,Pickens
2016,SC,Richland
2016,SC,Saluda
2016,SC,Spartanburg
2016,SC,Sumter
2016,SC,Union
2016,SC,Williamsburg
2016,SC,York
2016,SD,Aurora
2016,SD,Beadle
2016,SD,Bennett
2016,SD,Bon Homme
2016,SD,Brookings
2016,SD,Brown
2016,SD,Brule
2016,SD,Buffalo
2016,SD,Butte
2016,SD,Campbell
2016,SD,Charles Mix
2016,SD,Clark
2016,SD,Clay
2016,SD,Codington
2016,SD,Corson
2016,SD,Custer
2016,SD,Davison
2016,SD,Day
2016,SD,Deuel
2016,SD,Dewey
2016,SD,Douglas
2016,SD,Edmunds
2016,SD,Fall River
2016,SD,Faulk
2016,SD,Grant
2016,SD,Gregory
2016,SD,Haakon
2016,SD,Hamlin
2016,SD,Hand
2016,SD,Hanson
2016,SD,Harding
2016,SD,Hughes
2016,SD,Hutchinson
2016,SD,Hyde
2016,SD,Jackson
2016,SD,Jerauld
2016,SD,Jones
2016,SD,Kingsbury
2016,SD,Lake
2016,SD,Lawrence
2016,SD,Lincoln
2016,SD,Lyman
2016,SD,McCook
2016,SD,McPherson
2016,SD,Marshall
2016,SD,Meade
2016,SD,Mellette
2016,SD,Miner
2016,SD,Minnehaha
2016,SD,Moody
2016,SD,Pennington
2016,SD,Perkins
2016,SD,Potter
2016,SD,Roberts
2016,SD,Sanborn
2016,SD,Oglala Lakota
2016,SD,Spink
2016,SD,Stanley
2016,SD,Sully
2016,SD,Todd
2016,SD,Tripp
2016,SD,Turner
2016,SD,Union
2016,SD,Walworth
2016,SD,Yankton
2016,SD,Ziebach
2016,TN,Anderson
2016,TN,Bedford
2016,TN,Benton
2016,TN,Bledsoe
2016,TN,Blount
2016,TN,Bradley
2016,TN,Campbell
2016,TN,Cannon
2016,TN,Carroll
2016,TN,Carter
2016,TN,Cheatham
2016,TN,Chester
2016,TN,Claiborne
2016,TN,Clay
2016,TN,Cocke
2016,TN,Coffee
2016,TN,Crockett
2016,TN,Cumberland
2016,TN,Davidson
2016,TN,Decatur
2016,TN,DeKalb
2016,TN,Dickson
2016,TN,Dyer
2016,TN,Fayette
2016,TN,Fentress
2016,TN,Franklin
2016,TN,Gibson
2016,TN,Giles
2016,TN,Grainger
2016,TN,Greene
2016,TN,Grundy
2016,TN,Hamblen
2016,TN,Hamilton
2016,TN,Hancock
2016,TN,Hardeman
2016,TN,Hardin
2016,TN,Hawkins
2016,TN,Haywood
2016,TN,Henderson
2016,TN,Henry
2016,TN,Hickman
2016,TN,Houston
2016,TN,Humphreys
2016,TN,Jackson
2016,TN,Jefferson
2016,TN,Johnson
2016,TN,Knox
2016,TN,Lake
2016,TN,Lauderdale
2016,TN,Lawrence
2016,TN,Lewis
2016,TN,Lincoln
2016,TN,Loudon
2016,TN,McMinn
2016,TN,McNairy
2016,TN,Macon
2016,TN,Madison
2016,TN,Marion
2016,TN,Marshall
2016,TN,Maury
2016,TN,Meigs
2016,TN,Monroe
2016,TN,Montgomery
2016,TN,Moore
2016,TN,Morgan
2016,TN,Obion
2016,TN,Overton
2016,TN,Perry
2016,TN,Pickett
2016,TN,Polk
2016,TN,Putnam
2016,TN,Rhea
2016,TN,Roane
2016,TN,Robertson
2016,TN,Rutherford
2016,TN,Scott
2016,TN,Sequatchie
2016,TN,Sevier
2016,TN,Shelby
2016,TN,Smith
2016,TN,Stewart
2016,TN,Sullivan
